name,latitude,longitude,subcategories/0,numberOfRooms,hotelClass,num_amenities,ceilhotelClass,energy_consumption,usable_area,cluster,color,area_to_energy_ratio,carbon_emission,efficiency
Panda Hostel,13.76326,100.4994,Specialty Lodging,6.0,0.0,5,0.0,16,135,1,High Efficiency,8.44,2.16,8.44
Villa Guest House,13.763667,100.498474,Bed and Breakfast,12.0,1.0,8,1.0,28,323,1,High Efficiency,11.54,9.04,11.54
BLU 395,13.790778,100.54848,Specialty Lodging,29.0,4.0,0,4.0,58,1146,1,High Efficiency,19.76,66.47,19.76
OYO 298 El Majestic,13.732758,100.56691,Specialty Lodging,22.0,0.0,18,0.0,58,465,1,High Efficiency,8.02,26.97,8.02
17You Inn,13.739733,100.56531,Specialty Lodging,8.0,2.0,25,2.0,29,210,1,High Efficiency,7.24,6.09,7.24
For You Service Apartment,13.780284,100.57758,Specialty Lodging,10.0,0.0,0,0.0,20,220,1,High Efficiency,11.0,4.4,11.0
B space One,13.72661,100.57523,Bed and Breakfast,5.0,5.0,13,5.0,19,195,1,High Efficiency,10.26,3.7,10.26
OYO 730 Meedee Hostel,13.763787,100.49934,Specialty Lodging,24.0,0.0,0,0.0,53,550,1,High Efficiency,10.38,29.15,10.38
Hop Inn Bangkok Bangna,13.756331,100.50176,Hotel,132.0,0.0,0,0.0,283,2861,2,Low Efficiency,10.11,809.66,10.11
OYO 318 Pak D Resort,13.839626,100.6331,Bed and Breakfast,26.0,3.0,12,3.0,70,870,1,High Efficiency,12.43,60.9,12.43
OYO 460 Int Place,13.705247,100.486015,Specialty Lodging,79.0,2.5,11,3.0,168,2400,0,High Efficiency,14.29,403.2,14.29
Moments in Bangkok Hostel,13.79027,100.578,Specialty Lodging,4.0,0.0,19,0.0,20,89,1,High Efficiency,4.45,1.78,4.45
The Nararam 3 Suite,13.695085,100.53466,Bed and Breakfast,56.0,2.0,32,2.0,154,1700,0,High Efficiency,11.04,261.8,11.04
Sky Inn 2,13.7429,100.5533,Bed and Breakfast,22.0,3.0,21,3.0,61,695,1,High Efficiency,11.39,42.4,11.39
LeeSort @ Onnuch,13.74262,100.62898,Bed and Breakfast,33.0,2.0,20,2.0,90,866,1,High Efficiency,9.62,77.94,9.62
Golden house @ Silom,13.72452,100.5218,Bed and Breakfast,6.0,0.0,0,0.0,14,126,1,High Efficiency,9.0,1.76,9.0
Golden On - Nut,13.712083,100.60665,Bed and Breakfast,43.0,2.0,20,2.0,100,1342,0,High Efficiency,13.42,134.2,13.42
Nomads de Moc Bangkok,13.7617,100.504135,Specialty Lodging,26.0,3.0,0,3.0,59,936,1,High Efficiency,15.86,55.22,15.86
69 Guest House & Sauna,13.72886,100.57304,Bed and Breakfast,12.0,0.0,0,0.0,26,280,1,High Efficiency,10.77,7.28,10.77
Baan Yim Siam,13.86071,100.54858,Specialty Lodging,7.0,0.0,12,0.0,20,144,1,High Efficiency,7.2,2.88,7.2
Rangsit Grand Condo,14.016191,100.613625,Specialty Lodging,60.0,1.0,25,1.0,136,1427,0,High Efficiency,10.49,194.07,10.49
The Orientale,13.739002,100.513275,Bed and Breakfast,4.0,2.0,9,2.0,13,118,1,High Efficiency,9.08,1.53,9.08
@Home Phetkasem,13.712225,100.42341,Hotel,75.0,2.5,21,3.0,197,2387,0,Low Efficiency,12.12,470.24,12.12
The Heritage Baan Silom,13.72452,100.5218,Specialty Lodging,36.0,3.0,5,3.0,81,1246,0,High Efficiency,15.38,100.93,15.38
14 Plus 1 Hotel,13.721113,100.507805,Hotel,16.0,0.0,49,0.0,64,333,1,High Efficiency,5.2,21.31,5.2
Top Inn,13.75952,100.49571,Bed and Breakfast,30.0,0.0,21,0.0,79,666,1,High Efficiency,8.43,52.61,8.43
New APG Apartment,13.75717,100.55925,Bed and Breakfast,6.0,0.0,0,0.0,14,121,1,High Efficiency,8.64,1.69,8.64
The XP Bangkok Hotel,13.721195,100.59038,Bed and Breakfast,20.0,0.0,17,0.0,58,398,1,High Efficiency,6.86,23.08,6.86
OYO 559 Vestel,13.776689,100.543335,Specialty Lodging,16.0,2.0,23,2.0,48,479,1,High Efficiency,9.98,22.99,9.98
Alpha Bed Hostel,13.760043,100.4962,Specialty Lodging,36.0,2.0,20,2.0,87,1141,1,High Efficiency,13.11,99.27,13.11
Ytour Sukhumvit Bangkok Hotel,13.723738,100.58489,Specialty Lodging,8.0,0.0,7,0.0,22,161,1,High Efficiency,7.32,3.54,7.32
Le Clarita,13.760681,100.54309,Hotel,36.0,3.0,18,3.0,96,1212,0,High Efficiency,12.62,116.35,12.62
Vivarium Residence,13.73355,100.57807,Specialty Lodging,12.0,0.0,0,0.0,28,248,1,High Efficiency,8.86,6.94,8.86
Baan Sabai,13.760573,100.49359,Specialty Lodging,100.0,0.0,1,0.0,206,2361,0,Low Efficiency,11.46,486.37,11.46
Resortel,13.78637,100.61254,Specialty Lodging,41.0,1.0,25,1.0,113,1132,1,High Efficiency,10.02,127.92,10.02
Royal Asia Paradise,13.73704,100.55959,Hotel,98.0,3.0,9,3.0,208,3121,2,Low Efficiency,15.0,649.17,15.0
Lee Place,13.68785,100.52413,Hotel,72.0,3.0,6,3.0,182,2567,0,Low Efficiency,14.1,467.19,14.1
Rose Nana,13.740232,100.5534,Hotel,32.0,0.0,4,0.0,75,735,1,High Efficiency,9.8,55.12,9.8
Rest At Ekkamai,13.7284,100.57268,Specialty Lodging,3.0,0.0,6,0.0,9,72,1,High Efficiency,8.0,0.65,8.0
RoomQuest Suvarnabhumi Airport,13.792683,100.73621,Bed and Breakfast,40.0,3.0,34,3.0,103,1170,0,High Efficiency,11.36,120.51,11.36
HI Hostel Bangkok Airport,13.69832,100.73392,Specialty Lodging,19.0,0.0,0,0.0,41,396,1,High Efficiency,9.66,16.24,9.66
Kaya Place,13.72259,100.49453,Specialty Lodging,96.0,2.0,0,2.0,215,2876,2,Low Efficiency,13.38,618.34,13.38
Baan Pipat Serviced Apartment,13.72426,100.53217,Specialty Lodging,6.0,3.0,0,3.0,14,195,1,High Efficiency,13.93,2.73,13.93
The Cozi Inn,13.753933,100.539856,Hotel,37.0,3.0,50,3.0,109,1171,0,High Efficiency,10.74,127.64,10.74
April 24 Home,13.756562,100.56238,Specialty Lodging,7.0,2.0,0,2.0,16,222,1,High Efficiency,13.88,3.55,13.88
Tuscany Avenue Service Apartment,13.894848,100.60783,Specialty Lodging,30.0,0.0,10,0.0,79,570,1,High Efficiency,7.22,45.03,7.22
Muay Thai Hostel Khaosan,13.761593,100.49313,Specialty Lodging,10.0,2.0,23,2.0,33,290,1,High Efficiency,8.79,9.57,8.79
B8 Rooms,13.87058,100.59349,Bed and Breakfast,8.0,0.0,17,0.0,29,162,1,High Efficiency,5.59,4.7,5.59
Silom For Rest Hostel,13.72742,100.53321,Specialty Lodging,31.0,0.0,11,0.0,81,743,1,High Efficiency,9.17,60.18,9.17
Inn CK61,13.740863,100.511505,Specialty Lodging,8.0,0.0,0,0.0,19,187,1,High Efficiency,9.84,3.55,9.84
Small Elephant Hostel,13.6783,100.6403,Specialty Lodging,6.0,1.0,34,1.0,33,144,1,High Efficiency,4.36,4.75,4.36
The President Boutique Apartments,13.77978,100.53258,Specialty Lodging,26.0,0.0,12,0.0,70,594,1,High Efficiency,8.49,41.58,8.49
S Ratchada Leisure Hotel,13.767394,100.582985,Hotel,100.0,4.0,21,4.0,246,3931,2,High Efficiency,15.98,967.03,15.98
Park 24,13.725576,100.5675,Hotel,10.0,3.0,14,3.0,31,354,1,High Efficiency,11.42,10.97,11.42
Wanghin 46 Apartment,13.806002,100.59265,Specialty Lodging,68.0,2.5,24,3.0,154,2309,0,High Efficiency,14.99,355.59,14.99
RapeeResort,13.84071,100.65723,Hotel,30.0,0.0,2,0.0,65,692,1,High Efficiency,10.65,44.98,10.65
Bangkok Canale Home,13.760693,100.50204,Bed and Breakfast,27.0,0.0,0,0.0,66,561,1,High Efficiency,8.5,37.03,8.5
Alinea Suites Ekkamai,13.72452,100.58317,Specialty Lodging,15.0,0.0,20,0.0,49,329,1,High Efficiency,6.71,16.12,6.71
Villa Siam & Spa,13.759378,100.50233,Bed and Breakfast,13.0,2.0,6,2.0,33,390,1,High Efficiency,11.82,12.87,11.82
Silom Boutique Resort,13.72328,100.52492,Bed and Breakfast,25.0,0.0,0,0.0,50,528,1,High Efficiency,10.56,26.4,10.56
Sara Inn,13.74623,100.55192,Specialty Lodging,30.0,0.0,17,0.0,81,595,1,High Efficiency,7.35,48.2,7.35
Baan Pranakorn Antique House,13.75408,100.50121,Bed and Breakfast,6.0,0.0,0,0.0,12,127,1,High Efficiency,10.58,1.52,10.58
Twin Peak Residence,13.738921,100.55911,Specialty Lodging,31.0,0.0,26,0.0,87,727,1,High Efficiency,8.36,63.25,8.36
Apple Guest House,13.762239,100.49603,Bed and Breakfast,10.0,0.0,0,0.0,24,228,1,High Efficiency,9.5,5.47,9.5
Domingo Hostel Donmuang,13.91258,100.59137,Specialty Lodging,2.0,2.0,8,2.0,8,57,1,High Efficiency,7.12,0.46,7.12
Muslim Home 2,13.77337,100.66796,Bed and Breakfast,27.0,2.0,23,2.0,72,771,1,High Efficiency,10.71,55.51,10.71
Marina Guesthouse,13.75601,100.49792,Specialty Lodging,8.0,3.0,0,3.0,17,236,1,High Efficiency,13.88,4.01,13.88
Tim Place - Bts Phra Khanong,13.73725,100.56081,Hotel,24.0,3.0,27,3.0,66,790,1,High Efficiency,11.97,52.14,11.97
JJ MANSION,13.72886,100.57304,Specialty Lodging,24.0,3.0,10,3.0,54,732,1,High Efficiency,13.56,39.53,13.56
Four Sons Place,13.7482,100.50868,Hotel,96.0,2.0,19,2.0,241,2705,2,Low Efficiency,11.22,651.9,11.22
Diamond Bangkok Apartment,13.754271,100.528305,Specialty Lodging,20.0,2.0,34,2.0,58,653,1,High Efficiency,11.26,37.87,11.26
Siam Golden Place Hotel,13.7212,100.71655,Hotel,89.0,4.0,29,4.0,235,3010,2,Low Efficiency,12.81,707.35,12.81
Tara Monte Hotel Pratunam,13.76201,100.54304,Bed and Breakfast,12.0,2.5,13,3.0,34,440,1,High Efficiency,12.94,14.96,12.94
Da Bed Hotel,13.72886,100.57304,Bed and Breakfast,20.0,0.0,17,0.0,56,363,1,High Efficiency,6.48,20.33,6.48
Seri47 Residence,13.78725,100.67601,Specialty Lodging,90.0,3.0,25,3.0,226,3119,2,Low Efficiency,13.8,704.89,13.8
Siam Paradise Hotel,13.76072,100.3482,Bed and Breakfast,12.0,3.0,19,3.0,33,401,1,High Efficiency,12.15,13.23,12.15
OYO 302 BB Guesthouse,13.751916,100.61888,Specialty Lodging,31.0,2.0,37,2.0,90,872,1,High Efficiency,9.69,78.48,9.69
Meechai Mansion,13.759588,100.56339,Hotel,5.0,0.0,0,0.0,10,114,1,High Efficiency,11.4,1.14,11.4
Sleeplizm Hostel,13.782204,100.56786,Specialty Lodging,3.0,2.0,9,2.0,11,83,1,High Efficiency,7.55,0.91,7.55
Ekanake Hostel,13.7633,100.48342,Specialty Lodging,3.0,2.0,0,2.0,6,87,1,High Efficiency,14.5,0.52,14.5
Bcj Residence,13.85289,100.55113,Specialty Lodging,10.0,3.0,18,3.0,34,338,1,High Efficiency,9.94,11.49,9.94
Phet Palace,13.7853,100.49597,Specialty Lodging,9.0,0.0,18,0.0,32,191,1,High Efficiency,5.97,6.11,5.97
Marin Inn,13.73439,100.51445,Bed and Breakfast,7.0,0.0,15,0.0,23,163,1,High Efficiency,7.09,3.75,7.09
YANH Ratchawat Hotel,13.779126,100.52277,Specialty Lodging,78.0,0.0,0,0.0,191,1586,0,High Efficiency,8.3,302.93,8.3
Tratip Hotel,13.74187,100.60086,Bed and Breakfast,30.0,2.0,14,2.0,82,852,1,High Efficiency,10.39,69.86,10.39
Miloft Sathorn Hotel,13.71395,100.51461,Specialty Lodging,100.0,3.0,5,3.0,234,3189,2,Low Efficiency,13.63,746.23,13.63
Grand Inn Hotel,13.742421,100.55315,Hotel,24.0,3.0,41,3.0,72,765,1,High Efficiency,10.62,55.08,10.62
Good Houses Apartment,13.68222,100.63261,Specialty Lodging,12.0,0.0,11,0.0,35,241,1,High Efficiency,6.89,8.44,6.89
Sathorn Gallery Residences,13.72109,100.52362,Specialty Lodging,29.0,0.0,1,0.0,65,654,1,High Efficiency,10.06,42.51,10.06
Lanna Kala boutique Resort,13.770011,100.63557,Bed and Breakfast,20.0,3.0,34,3.0,62,657,1,High Efficiency,10.6,40.73,10.6
Backpackers Lodge,13.771843,100.50377,Specialty Lodging,26.0,0.0,0,0.0,59,480,1,High Efficiency,8.14,28.32,8.14
Ai  Place,13.769115,100.612366,Specialty Lodging,60.0,0.0,15,0.0,130,1360,0,High Efficiency,10.46,176.8,10.46
Rachakarun Park Resident,13.766454,100.4933,Bed and Breakfast,40.0,2.0,15,2.0,102,1247,0,High Efficiency,12.23,127.19,12.23
Mont Place,13.915232,100.58592,Specialty Lodging,15.0,3.0,36,3.0,51,532,1,High Efficiency,10.43,27.13,10.43
Fullrich Residence,13.803337,100.60135,Bed and Breakfast,84.0,3.0,36,3.0,218,2811,2,Low Efficiency,12.89,612.8,12.89
Bed by Tha Phra Hotel,13.72368,100.4633,Hotel,114.0,2.0,29,2.0,291,3037,2,Low Efficiency,10.44,883.77,10.44
Bangkok Canale Home at Khao San,13.76155,100.50172,Specialty Lodging,26.0,0.0,34,0.0,81,590,1,High Efficiency,7.28,47.79,7.28
Erawan Place,13.92112,100.60204,Hotel,8.0,0.0,0,0.0,18,181,1,High Efficiency,10.06,3.26,10.06
Kacha Resort,13.93875,100.56772,Bed and Breakfast,36.0,3.0,23,3.0,92,1193,0,High Efficiency,12.97,109.76,12.97
Aquarius Guesthouse,13.721052,100.53981,Specialty Lodging,5.0,0.0,0,0.0,10,99,1,High Efficiency,9.9,0.99,9.9
A House Boutique Guesthouse Bangkok,13.71792,100.46327,Bed and Breakfast,20.0,0.0,12,0.0,54,419,1,High Efficiency,7.76,22.63,7.76
Aspira Tropical Residence Thong Lor,13.736515,100.57885,Hotel,61.0,5.0,18,5.0,140,2358,0,High Efficiency,16.84,330.12,16.84
Nantra Silom,13.727664,100.530266,Hotel,62.0,3.0,22,3.0,152,2063,0,High Efficiency,13.57,313.58,13.57
Friendly Guest House,13.75887,100.49732,Bed and Breakfast,2.0,0.0,0,0.0,4,48,1,High Efficiency,12.0,0.19,12.0
OYO 253 Kk 11 Boutique Inn,13.740058,100.55662,Hotel,12.0,0.0,2,0.0,25,253,1,High Efficiency,10.12,6.32,10.12
Grand Lucky Hotel,13.72661,100.57523,Hotel,75.0,3.0,32,3.0,176,2559,0,High Efficiency,14.54,450.38,14.54
PP Plus Mansion,13.715787,100.59527,Specialty Lodging,50.0,3.0,30,3.0,134,1665,0,High Efficiency,12.43,223.11,12.43
Leesort @ Onnut,13.70899,100.61818,Bed and Breakfast,31.0,0.0,18,0.0,73,621,1,High Efficiency,8.51,45.33,8.51
Absolute J Hostel,13.72253,100.53677,Hotel,42.0,0.0,0,0.0,89,915,1,High Efficiency,10.28,81.44,10.28
Thana Place Charunsanithwong 34,13.76821,100.47793,Bed and Breakfast,20.0,2.0,18,2.0,57,600,1,High Efficiency,10.53,34.2,10.53
Sea of Love Mansion,13.76596,100.56209,Specialty Lodging,205.0,0.0,12,0.0,449,4388,2,Low Efficiency,9.77,1970.21,9.77
Sleepcase Hostel,13.924927,100.59917,Specialty Lodging,5.0,2.0,47,2.0,37,140,1,High Efficiency,3.78,5.18,3.78
A-2 House,13.752371,100.53886,Hotel,13.0,3.0,26,3.0,43,448,1,High Efficiency,10.42,19.26,10.42
King Royal 2,13.721575,100.50681,Specialty Lodging,136.0,3.0,16,3.0,327,4352,2,Low Efficiency,13.31,1423.1,13.31
Grand Watergate Hotel,13.753769,100.537025,Hotel,79.0,3.0,28,3.0,187,2730,2,Low Efficiency,14.6,510.51,14.6
OYO 612 Hansa Hostel,13.75949,100.4971,Specialty Lodging,18.0,2.0,8,2.0,46,531,1,High Efficiency,11.54,24.43,11.54
Jumbotel Hotel,13.893135,100.56196,Hotel,112.0,3.0,38,3.0,283,3705,2,Low Efficiency,13.09,1048.52,13.09
The Loft Resort,13.82942,100.52906,Bed and Breakfast,45.0,3.0,45,3.0,132,1449,0,High Efficiency,10.98,191.27,10.98
Old Town,13.762663,100.4973,Hotel,38.0,0.0,2,0.0,95,930,1,High Efficiency,9.79,88.35,9.79
Baanpipat Ladprao 15,13.808182,100.57085,Specialty Lodging,30.0,3.0,20,3.0,80,920,1,High Efficiency,11.5,73.6,11.5
BB Home Don Mueang,13.93639,100.627,Bed and Breakfast,9.0,2.0,0,2.0,19,279,1,High Efficiency,14.68,5.3,14.68
Chic39 Bed & Breakfast,13.73092,100.57092,Bed and Breakfast,5.0,0.0,0,0.0,10,102,1,High Efficiency,10.2,1.02,10.2
TA Residence Suvarnabhumi,13.742026,100.74637,Hotel,68.0,0.0,0,0.0,162,1519,0,High Efficiency,9.38,246.08,9.38
Sivari House,13.729971,100.52554,Specialty Lodging,12.0,2.0,0,2.0,27,314,1,High Efficiency,11.63,8.48,11.63
Napaville Huai Khwang,13.777597,100.581894,Bed and Breakfast,15.0,3.0,20,3.0,40,504,1,High Efficiency,12.6,20.16,12.6
Residence David,13.716863,100.656006,Specialty Lodging,6.0,0.0,18,0.0,24,110,1,High Efficiency,4.58,2.64,4.58
CT. Residence,13.844736,100.57879,Bed and Breakfast,35.0,0.0,6,0.0,81,690,1,High Efficiency,8.52,55.89,8.52
Chao Phraya Riverfront Villa,13.6861,100.49346,Specialty Lodging,1.0,0.0,0,0.0,2,22,1,High Efficiency,11.0,0.04,11.0
Saverah Inn,13.725815,100.517746,Specialty Lodging,50.0,2.0,21,2.0,121,1408,0,High Efficiency,11.64,170.37,11.64
City Mansion,13.70766,100.41501,Hotel,100.0,0.0,15,0.0,248,1956,0,Low Efficiency,7.89,485.09,7.89
Dream 4 You,13.72394,100.57858,Bed and Breakfast,11.0,0.0,0,0.0,26,206,1,High Efficiency,7.92,5.36,7.92
Baan Tipa House Wanglang,13.77155,100.48859,Bed and Breakfast,4.0,0.0,21,0.0,20,76,1,High Efficiency,3.8,1.52,3.8
Thai House Inn,13.72886,100.57304,Bed and Breakfast,4.0,0.0,0,0.0,8,97,1,High Efficiency,12.12,0.78,12.12
Ben Place,13.63977,100.42718,Bed and Breakfast,20.0,2.0,23,2.0,59,598,1,High Efficiency,10.14,35.28,10.14
OYO 322 Shady 32,13.817711,100.5769,Hotel,12.0,0.0,1,0.0,26,255,1,High Efficiency,9.81,6.63,9.81
Seven Place Executive,13.7417,100.570526,Specialty Lodging,44.0,3.0,45,3.0,117,1371,0,High Efficiency,11.72,160.41,11.72
Suvarnabhumi Mansion,13.80051,100.74393,Specialty Lodging,20.0,2.0,18,2.0,56,601,1,High Efficiency,10.73,33.66,10.73
Baan Khun Rak,13.91488,100.36585,Bed and Breakfast,30.0,3.0,29,3.0,86,1013,1,High Efficiency,11.78,87.12,11.78
Aora Boutique Hotel Sutthisan,13.789906,100.57951,Specialty Lodging,24.0,0.0,0,0.0,50,530,1,High Efficiency,10.6,26.5,10.6
Sleep On Saladaeng,13.727342,100.53835,Hotel,8.0,3.0,27,3.0,34,248,1,High Efficiency,7.29,8.43,7.29
Baraburi Bed and Breakfast,13.763805,100.4991,Bed and Breakfast,10.0,0.0,0,0.0,21,222,1,High Efficiency,10.57,4.66,10.57
Media Hotel & Residence,13.77724,100.60762,Specialty Lodging,70.0,3.0,2,3.0,143,2161,0,High Efficiency,15.11,309.02,15.11
Sathornville Serviced Apartments,13.72333,100.53608,Specialty Lodging,35.0,0.0,0,0.0,71,795,1,High Efficiency,11.2,56.44,11.2
Sri Hualampong Hotel,13.73927,100.5174,Specialty Lodging,13.0,0.0,2,0.0,30,322,1,High Efficiency,10.73,9.66,10.73
Green Hotel,13.758679,100.509605,Bed and Breakfast,70.0,3.0,3,3.0,150,2240,0,High Efficiency,14.93,336.0,14.93
Bed & Body,13.729243,100.56497,Specialty Lodging,7.0,2.0,18,2.0,24,221,1,High Efficiency,9.21,5.3,9.21
SK Boutique Maha Nakhon,13.737355,100.517136,Bed and Breakfast,18.0,3.0,16,3.0,47,616,1,High Efficiency,13.11,28.95,13.11
Zhongdee Hostel,13.72408,100.52304,Specialty Lodging,20.0,0.0,12,0.0,47,410,1,High Efficiency,8.72,19.27,8.72
Nantra Retreat & Spa,13.73076,100.582375,Bed and Breakfast,30.0,3.0,31,3.0,78,994,1,High Efficiency,12.74,77.53,12.74
Tara Garden,13.802891,100.721725,Bed and Breakfast,5.0,3.0,17,3.0,20,172,1,High Efficiency,8.6,3.44,8.6
Charlie House,13.72297,100.54811,Bed and Breakfast,18.0,0.0,13,0.0,47,376,1,High Efficiency,8.0,17.67,8.0
La Perla Apartments,13.83122,100.72124,Specialty Lodging,11.0,0.0,0,0.0,24,250,1,High Efficiency,10.42,6.0,10.42
Sirida Place Hotel,13.746818,100.6287,Hotel,127.0,0.0,0,0.0,291,2535,0,Low Efficiency,8.71,737.68,8.71
Baan Jao 9,13.7226,100.49456,Bed and Breakfast,5.0,0.0,1,0.0,11,110,1,High Efficiency,10.0,1.21,10.0
OYO 426 All Day Hostel @ Sukhumvit,13.697617,100.60609,Specialty Lodging,135.0,2.0,2,2.0,306,3901,2,Low Efficiency,12.75,1193.71,12.75
DHub Hostel,13.923705,100.5996,Specialty Lodging,10.0,0.0,5,0.0,26,193,1,High Efficiency,7.42,5.02,7.42
Sleepover Hostel,13.80629,100.53321,Specialty Lodging,13.0,2.0,15,2.0,40,405,1,High Efficiency,10.12,16.2,10.12
YourPlace GuestHouse,13.74783,100.77905,Specialty Lodging,33.0,0.0,4,0.0,70,734,1,High Efficiency,10.49,51.38,10.49
JC House,13.762547,100.50372,Specialty Lodging,12.0,0.0,21,0.0,40,282,1,High Efficiency,7.05,11.28,7.05
Next Bird Suite,13.862357,100.55143,Specialty Lodging,78.0,2.0,15,2.0,195,2293,0,High Efficiency,11.76,447.14,11.76
Bangkok Skyline,13.72029,100.53769,Bed and Breakfast,3.0,0.0,7,0.0,11,63,1,High Efficiency,5.73,0.69,5.73
Three Seasons Place,13.7593,100.64,Bed and Breakfast,143.0,3.0,36,3.0,341,4354,2,Low Efficiency,12.77,1484.71,12.77
Riski Residence Bangkok-Noi,13.766663,100.47018,Specialty Lodging,15.0,2.5,34,3.0,49,467,1,High Efficiency,9.53,22.88,9.53
Penyos Residence,13.705548,100.37907,Bed and Breakfast,7.0,3.0,20,3.0,25,230,1,High Efficiency,9.2,5.75,9.2
G Guest house,13.73984,100.59925,Bed and Breakfast,4.0,2.0,4,2.0,11,108,1,High Efficiency,9.82,1.19,9.82
Nine Place Rama4 Sukhumvit 40,13.74004,100.51316,Bed and Breakfast,57.0,0.0,22,0.0,147,1152,1,High Efficiency,7.84,169.34,7.84
Crown Guesthouse,13.75601,100.49792,Specialty Lodging,8.0,2.5,0,3.0,17,255,1,High Efficiency,15.0,4.34,15.0
De Luxury,13.73913,100.55972,Hotel,19.0,0.0,6,0.0,44,412,1,High Efficiency,9.36,18.13,9.36
Discovery Lodge,13.71754,100.47808,Specialty Lodging,25.0,0.0,0,0.0,50,572,1,High Efficiency,11.44,28.6,11.44
Benjaratch Boutique Apartments,13.802911,100.72177,Specialty Lodging,25.0,2.0,25,2.0,66,705,1,High Efficiency,10.68,46.53,10.68
KT Place,13.76236,100.64512,Specialty Lodging,100.0,1.0,13,1.0,219,2505,0,Low Efficiency,11.44,548.6,11.44
RD Hostel,13.763778,100.48287,Specialty Lodging,100.0,0.0,16,0.0,232,2028,0,Low Efficiency,8.74,470.5,8.74
At Ratchada Hotel and Spa,13.83068,100.53278,Bed and Breakfast,150.0,0.0,21,0.0,367,3366,2,Low Efficiency,9.17,1235.32,9.17
Sinsuvarn Airport Suite,13.722165,100.73687,Hotel,140.0,3.0,43,3.0,338,4639,2,Low Efficiency,13.72,1567.98,13.72
The Ninth Place Serviced Residence,13.68814,100.64279,Specialty Lodging,7.0,3.5,32,4.0,32,264,1,High Efficiency,8.25,8.45,8.25
OYO 102 Diamond Residence Silom,13.724869,100.52443,Bed and Breakfast,33.0,3.0,27,3.0,96,1112,1,High Efficiency,11.58,106.75,11.58
The Elegance Suites,13.722711,100.532295,Hotel,76.0,3.0,20,3.0,200,2527,0,Low Efficiency,12.64,505.4,12.64
Thanapa Place,13.79639,100.5992,Bed and Breakfast,33.0,2.0,18,2.0,77,989,1,High Efficiency,12.84,76.15,12.84
Suwannin Place,13.771831,100.49197,Specialty Lodging,10.0,3.0,30,3.0,38,341,1,High Efficiency,8.97,12.96,8.97
Yha Bangkok Downtown @ Station S3,13.725794,100.52869,Specialty Lodging,11.0,2.0,23,2.0,36,306,1,High Efficiency,8.5,11.02,8.5
101 Sukhumvit,13.7316,100.5652,Specialty Lodging,8.0,0.0,14,0.0,27,158,1,High Efficiency,5.85,4.27,5.85
Landscape Hostel,13.79468,100.54363,Specialty Lodging,18.0,0.0,16,0.0,46,374,1,High Efficiency,8.13,17.2,8.13
Jools,13.72886,100.57304,Bed and Breakfast,8.0,0.0,8,0.0,21,185,1,High Efficiency,8.81,3.88,8.81
Spark Hotel,13.724189,100.561485,Hotel,35.0,3.0,0,3.0,81,1203,0,High Efficiency,14.85,97.44,14.85
Travellers Hotel,13.79716,100.57419,Hotel,112.0,3.0,6,3.0,276,3876,2,Low Efficiency,14.04,1069.78,14.04
Be My Guest Ratchada,13.822323,100.579315,Specialty Lodging,26.0,0.0,1,0.0,61,539,1,High Efficiency,8.84,32.88,8.84
G6 Bangkok Hotel,13.75403,100.52867,Bed and Breakfast,27.0,0.0,0,0.0,54,551,1,High Efficiency,10.2,29.75,10.2
Synsiri 3 Ladprao 83,13.786357,100.613556,Hotel,91.0,2.5,19,3.0,199,2861,2,Low Efficiency,14.38,569.34,14.38
Coz Ratchathewi - Hostel,13.754964,100.52759,Specialty Lodging,15.0,3.0,0,3.0,34,490,1,High Efficiency,14.41,16.66,14.41
Buddy Place,13.790175,100.55907,Hotel,100.0,3.0,25,3.0,219,3336,2,Low Efficiency,15.23,730.58,15.23
Sapphire Hotel Silom Bangkok,13.724876,100.522415,Hotel,70.0,0.0,0,0.0,163,1395,0,High Efficiency,8.56,227.38,8.56
Oun Hotel Bangkok,13.81561,100.62375,Hotel,30.0,3.0,31,3.0,76,873,1,High Efficiency,11.49,66.35,11.49
OYO 265 Ratchada Connect,13.769093,100.56783,Hotel,20.0,0.0,0,0.0,42,448,1,High Efficiency,10.67,18.82,10.67
Small Room Bangkok,13.78863,100.56387,Bed and Breakfast,3.0,0.0,0,0.0,7,63,1,High Efficiency,9.0,0.44,9.0
The Livingroom Service Apartment,13.77154,100.56017,Specialty Lodging,80.0,2.0,4,2.0,180,2287,0,High Efficiency,12.71,411.66,12.71
Mahashiv Inn,13.7201,100.5193,Bed and Breakfast,24.0,0.0,9,0.0,54,568,1,High Efficiency,10.52,30.67,10.52
Asia Resort Kaset Nawamin,13.78102,100.64517,Bed and Breakfast,30.0,3.0,21,3.0,72,935,1,High Efficiency,12.99,67.32,12.99
Chitra Suite & Spa,13.787748,100.60522,Bed and Breakfast,39.0,0.0,0,0.0,94,809,1,High Efficiency,8.61,76.05,8.61
Grand 39 Tower,13.73484,100.56321,Specialty Lodging,70.0,0.0,0,0.0,174,1569,0,High Efficiency,9.02,273.01,9.02
Rider Resort,13.697859,100.65282,Hotel,60.0,3.0,29,3.0,160,1849,0,High Efficiency,11.56,295.84,11.56
B1 Residence,13.72456,100.57619,Bed and Breakfast,21.0,3.0,1,3.0,45,629,1,High Efficiency,13.98,28.3,13.98
Ideal Place,13.859995,100.53116,Specialty Lodging,75.0,0.0,13,0.0,192,1407,0,High Efficiency,7.33,270.14,7.33
