name,latitude,longitude,subcategories/0,numberOfRooms,hotelClass,num_amenities,ceilhotelClass,energy_consumption,usable_area,cluster,color,area_to_energy_ratio,carbon_emission,efficiency
Red Planet Bangkok Asoke,13.735791,100.56007,Hotel,130.0,3.0,25,3.0,297,4290,2,Low Efficiency,14.44,1274.13,14.44
Akara Hotel,13.75611,100.54131,Hotel,82.0,4.0,67,4.0,229,3049,2,Low Efficiency,13.31,698.22,13.31
La Petite Salil Sukhumvit Thonglor 1,13.727382,100.578835,Hotel,122.0,4.0,80,4.0,335,4594,2,Low Efficiency,13.71,1538.99,13.71
The Quarter Phromphong By UHG,13.737506,100.56647,Hotel,79.0,4.0,47,4.0,203,2795,2,Low Efficiency,13.77,567.38,13.77
The Park Nine Suvarnabhumi,13.722481,100.724,Hotel,120.0,4.0,56,4.0,285,4444,2,High Efficiency,15.59,1266.54,15.59
La Petite Salil Sukhumvit 11,13.743214,100.5565,Hotel,84.0,4.0,70,4.0,215,3016,2,Low Efficiency,14.03,648.44,14.03
Hotel Clover Asoke,13.734478,100.5611,Hotel,95.0,4.0,54,4.0,231,3576,2,High Efficiency,15.48,826.06,15.48
Rambuttri Village Inn & Plaza,13.761519,100.4962,Hotel,150.0,2.0,43,2.0,360,4477,2,Low Efficiency,12.44,1611.72,12.44
The Cottage Suvarnabhumi,13.720968,100.7241,Hotel,104.0,3.0,51,3.0,265,3349,2,Low Efficiency,12.64,887.48,12.64
Riva Arun Bangkok,13.743736,100.49214,Bed and Breakfast,25.0,4.0,38,4.0,69,998,1,High Efficiency,14.46,68.86,14.46
Arck Hotel,13.751325,100.53846,Hotel,77.0,0.0,0,0.0,191,1664,0,High Efficiency,8.71,317.82,8.71
Ariyasomvilla,13.747884,100.5517,Hotel,24.0,4.0,54,4.0,84,812,1,High Efficiency,9.67,68.21,9.67
Riva Surya Bangkok,13.762267,100.49308,Hotel,68.0,4.0,60,4.0,173,2314,0,High Efficiency,13.38,400.32,13.38
Hansar Bangkok Hotel,13.740058,100.54114,Hotel,94.0,5.0,76,5.0,234,3614,2,High Efficiency,15.44,845.68,15.44
Chatrium Residence Sathon Bangkok,13.702046,100.53755,Hotel,112.0,4.0,117,4.0,314,4288,2,Low Efficiency,13.66,1346.43,13.66
Villa Deva Resort And Hotel,13.722872,100.5447,Hotel,43.0,0.0,67,0.0,142,948,1,High Efficiency,6.68,134.62,6.68
Gardina Asoke Hotel & Residence,13.729192,100.561714,Bed and Breakfast,72.0,4.0,87,4.0,208,2508,0,Low Efficiency,12.06,521.66,12.06
Craftsman Bangkok,13.787664,100.5449,Hotel,70.0,3.0,28,3.0,189,2212,0,High Efficiency,11.7,418.07,11.7
Casa Vimaya Riverside,13.761892,100.49963,Hotel,50.0,3.5,31,4.0,135,1903,0,High Efficiency,14.1,256.9,14.1
Grand Tower Inn Sathon,13.720876,100.507385,Hotel,108.0,3.0,47,3.0,251,3340,2,Low Efficiency,13.31,838.34,13.31
Sukhumvit Suites Hotel,13.736164,100.56186,Hotel,73.0,3.0,58,3.0,175,2496,0,High Efficiency,14.26,436.8,14.26
The Quarter Saladaeng by UHG,13.725151,100.53877,Hotel,111.0,4.0,41,4.0,290,3960,2,Low Efficiency,13.66,1148.4,13.66
The Quarter Ploenchit by UHG,13.73885,100.54929,Hotel,112.0,4.0,69,4.0,302,4175,2,Low Efficiency,13.82,1260.85,13.82
Golden Jade Suvarnabhumi,13.722864,100.73708,Hotel,86.0,3.0,54,3.0,202,2738,2,Low Efficiency,13.55,553.08,13.55
The Quarter Onnut by UHG,13.7002,100.60296,Hotel,79.0,4.0,18,4.0,202,2724,2,Low Efficiency,13.49,550.25,13.49
FuramaXclusive Asoke,13.740051,100.56155,Hotel,110.0,4.0,45,4.0,247,4300,2,High Efficiency,17.41,1062.1,17.41
Villa Bangkok Formerly Villa Phra Sumen Bangkok,13.759053,100.50323,Hotel,41.0,3.0,29,3.0,110,1382,0,High Efficiency,12.56,152.02,12.56
Lemontea Hotel,13.753951,100.53759,Hotel,73.0,3.0,16,3.0,157,2247,0,High Efficiency,14.31,352.78,14.31
Fyn Hotel,13.76319,100.5387,Bed and Breakfast,49.0,3.0,19,3.0,114,1485,0,High Efficiency,13.03,169.29,13.03
FX Hotel Metrolink Makkasan,13.749453,100.56313,Hotel,90.0,3.0,42,3.0,239,2821,2,Low Efficiency,11.8,674.22,11.8
The Journey Hotel,13.870599,100.55872,Bed and Breakfast,47.0,3.0,39,3.0,134,1395,0,High Efficiency,10.41,186.93,10.41
Hua Chang Heritage Hotel,13.748664,100.53099,Hotel,80.0,5.0,57,5.0,224,3278,2,Low Efficiency,14.63,734.27,14.63
S31 Sukhumvit Hotel,13.733611,100.56587,Hotel,90.0,5.0,66,5.0,242,3524,2,Low Efficiency,14.56,852.81,14.56
St. James Hotel,13.727728,100.56965,Hotel,78.0,3.0,26,3.0,200,2804,2,Low Efficiency,14.02,560.8,14.02
Vib Best Western Sanam Pao,13.773081,100.542015,Hotel,91.0,4.0,24,4.0,235,3207,2,Low Efficiency,13.65,753.64,13.65
The Siam,13.781107,100.50613,Hotel,39.0,5.0,60,5.0,113,1628,0,High Efficiency,14.41,183.96,14.41
U Sathorn Bangkok,13.7229,100.5472,Hotel,86.0,4.5,61,5.0,216,3618,2,High Efficiency,16.75,781.49,16.75
Spenza Hotel,13.75419,100.53786,Hotel,61.0,3.0,38,3.0,154,2112,0,High Efficiency,13.71,325.25,13.71
Hotel Amber Sukhumvit 85,13.702409,100.6031,Hotel,142.0,3.0,37,3.0,360,4418,2,Low Efficiency,12.27,1590.48,12.27
Royal View Resort,13.760861,100.539696,Hotel,105.0,3.0,52,3.0,267,3379,2,Low Efficiency,12.66,902.19,12.66
I Residence Hotel Silom,13.723561,100.5298,Hotel,110.0,3.0,46,3.0,251,3986,2,High Efficiency,15.88,1000.49,15.88
At Residence Suvarnabhumi,13.72131,100.73336,Specialty Lodging,100.0,3.0,54,3.0,245,3357,2,Low Efficiency,13.7,822.46,13.7
NAP Hotel Bangkok,13.753338,100.53608,Bed and Breakfast,55.0,3.0,29,3.0,134,1841,0,High Efficiency,13.74,246.69,13.74
Tints of Blue Hotel,13.737073,100.563385,Bed and Breakfast,42.0,3.0,51,3.0,121,1236,0,High Efficiency,10.21,149.56,10.21
The Key Premier Sukhumvit Bangkok,13.743027,100.55527,Hotel,75.0,4.0,32,4.0,195,2514,0,Low Efficiency,12.89,490.23,12.89
Mii Hotel Srinakarin,13.692917,100.6447,Bed and Breakfast,79.0,4.0,49,4.0,206,2860,2,Low Efficiency,13.88,589.16,13.88
Don Muang Hotel,13.925687,100.59842,Hotel,100.0,3.0,43,3.0,226,3225,2,Low Efficiency,14.27,728.85,14.27
KC Place Hotel Pratunam,13.754618,100.54119,Hotel,55.0,3.0,25,3.0,132,1912,0,High Efficiency,14.48,252.38,14.48
Sacha's Hotel Uno Bangkok,13.739489,100.56022,Hotel,56.0,3.0,40,3.0,140,1830,0,High Efficiency,13.07,256.2,13.07
sala rattanakosin Bangkok,13.745442,100.49094,Hotel,15.0,4.0,28,4.0,49,519,1,High Efficiency,10.59,25.43,10.59
Trinity Silom Hotel,13.724717,100.53083,Hotel,104.0,3.0,28,3.0,267,3274,2,Low Efficiency,12.26,874.16,12.26
The Quartier Boutique Hotel Sukhumvit 39 Bangkok by Compass Hospitality,13.745007,100.57614,Hotel,94.0,4.5,76,5.0,246,3869,2,High Efficiency,15.73,951.77,15.73
Maitria Hotel Sukhumvit 18 Bangkok - A Chatrium Collection,13.733048,100.56257,Hotel,131.0,4.0,81,4.0,305,4725,2,High Efficiency,15.49,1441.12,15.49
Miami Hotel,13.739411,100.55733,Hotel,123.0,2.0,35,2.0,280,3474,2,Low Efficiency,12.41,972.72,12.41
The Raweekanlaya Bangkok,13.766922,100.50591,Hotel,38.0,5.0,83,5.0,125,1643,0,High Efficiency,13.14,205.38,13.14
